token,Headword,orth,gram,SenseNumber,sentence,author_surname,date,title,page,slug_obra
reticuladas,reticulado,reticulado,feminino plural,1,"Com varias linhas prominentes 
                  reticuladas, ou dispostas em modo de rede. Silpha rugosa. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 91)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,91,diciovandelli
longitudinaes,longitudinal,longitudinais,plural,1,"Com linhas levantadas  longitudinaes. Silpha atrata. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 91)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,91,diciovandelli
longitudinaes,longitudinal,longitudinais,plural,1,"Com linhas prominentes  longitudinaes crenadas, ou ondadas. Curculio. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 91)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,91,diciovandelli
conniventes,conivente,coniventes,plural,1,"A margem interior dos elytros saõ  conniventes. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 91)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,91,diciovandelli
emarginados,emarginado,emarginado,masculino plural,1,"Excavados, ou 
                  emarginados no apice. Leptura, Stenocorus.. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 92)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,92,diciovandelli
Insectos,inseto,Insetos,plural,1,"Sciencia, que trata dos Insectos. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 92)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,92,diciovandelli
insectos,inseto,insetos,plural,1,"A regiaõ epigastrica nos insectos he o espaço que fica na parte superior do ventre. Cantharis
              rufa. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 92)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,92,diciovandelli
insecto,inseto,inseto,,1,"Copia do humor, que o insecto lança quando se corta,
              ou tambem pela transpiraçaõ (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 92)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,92,diciovandelli
membranaceas,membranáceo,membranáceas,feminino plural,1,"Com as margens  membranaceas estendidas. Gryllus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 92)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,92,diciovandelli
insectos,inseto,insetos,plural,1,"He cornea na maior parte dos insectos. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 93)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,93,diciovandelli
longitudinal,longitudinal,longitudinal,,1,"A modo de quilha; ou com huma linha  longitudinal aguda
                levantada. Curculio. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 94)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,94,diciovandelli
longitudinal,longitudinal,longitudinal,,1,"Com huma linha  longitudinal excavada. Curculio. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 94)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,94,diciovandelli
insectos,inseto,insetos,plural,1,"He mais breve, que os palpos; na maior parte dos  insectos. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 94)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,94,diciovandelli
lacinia,lacínia,lacínia,,1,"Comprida até a aba, ou lacinia externa da lingua.
                Apis. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 94)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,94,diciovandelli
Setaceas,setáceo,Setáceas,feminino plural,1,"Setaceas.
                Tipula. fig. 64. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 95)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,95,diciovandelli
Canaliculado,canaliculado,canaliculado,,1,"Canaliculado. Bibio. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 95)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,95,diciovandelli
Canaliculada,canaliculado,canaliculado,feminino singular,1,"Canaliculada. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 96)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,96,diciovandelli
lacinias,lacínia,lacínias,plural,1,"Pelas abas, ou lacinias. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 97)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,97,diciovandelli
insectos,inseto,insetos,plural,1,"O primeiro estado dos insectos logo que sahem do Ovo, a que podemos clamar estado da infancia no
                insecto, de cujo estado passa o 
                insecto ao de pupa. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 98)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,98,diciovandelli
insecto,inseto,inseto,,1,"O primeiro estado dos insectos logo que sahem do Ovo, a que podemos clamar estado da infancia no
                insecto, de cujo estado passa o 
                insecto ao de pupa. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 98)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,98,diciovandelli
insecto,inseto,inseto,,1,"O primeiro estado dos insectos logo que sahem do Ovo, a que podemos clamar estado da infancia no
                insecto, de cujo estado passa o 
                insecto ao de pupa. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 98)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,98,diciovandelli
auricula,aurícula,aurícula,,2,"Lobo, ou aba corresponde á figura da parte inferior da auricula; he huma prominencia semicircular, ou que forma hum
              segmento de circulo; tendo huma diz-se unilobus; tendo duas diz-se bilobus. Scarabaeus
              bilobus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 99)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,99,diciovandelli
membranacea,membranáceo,membranácea,feminino singular,1,"Outra especie de queixos taõbem transversaes produzidos da substancia interior da
              cabeça, muitas vezes de substancia membranacea, que fechaõ os lados da bocca
              interiormente. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 99)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,99,diciovandelli
insectos,inseto,insetos,plural,1,"Duas. Na maior parte dos insectos. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 99)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,99,diciovandelli
membranacea,membranáceo,membranácea,feminino singular,1,"De substancia  membranacea. Apis. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 100)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,100,diciovandelli
lacinias,lacínia,lacínias,plural,1,"Pelas lacinias, ou
              abas. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 100)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,100,diciovandelli
insectos,inseto,insetos,plural,1,"Duas. Em muitos insectos. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 100)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,100,diciovandelli
lacinias,lacínia,lacínias,plural,1,"A pequena fenda no apice com duas  lacinias, ou pontas agudas. Gyrinus. fig. 6. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 101)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,101,diciovandelli
lacinia,lacínia,lacínia,,1,"O apice mais grosso, fendido com huma lacinia, ou
                aba movel. Phalangium. fig. 79. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 102)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,102,diciovandelli
insectos,inseto,insetos,plural,1,"He a mudança dos insectos
              a qual he de quatro estados desde o ovo até o Insecto perfeito, ou Imagem. Comprehende O Ovo, Larva, Pupa, e
              Imagem. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 102)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,102,diciovandelli
Insecto,inseto,Inseto,,1,"He a mudança dos insectos
              a qual he de quatro estados desde o ovo até o Insecto perfeito, ou Imagem. Comprehende O Ovo, Larva, Pupa, e
              Imagem. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 102)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,102,diciovandelli
Insectos,inseto,Insetos,plural,1,"Chamaõ-se aquelles Insectos, que por falta de genitaes, saõ estereis; estes só se achaõ na
              republica das abêlhas, e formigas, servem para construirem, e encherem os favos,
              defenderem os maridos, e guardarem as Pupas. Fabricio. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 102)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,102,diciovandelli
Insectos,inseto,Insetos,plural,1,"São dous na maior parte dos Insectos. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 102)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,102,diciovandelli
pedunculos,pedúnculo,pedúnculos,plural,2,"Com 
                  pedunculos, que os sustentaõ. Cancer. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 103)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,103,diciovandelli
Oblongos,oblongo,oblongo,masculino plural,1,"Oblongos.
                Buprestis. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 103)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,103,diciovandelli
Insectos,inseto,Insetos,plural,1,"A bocca para tomar o alimento he cousa, que todos tem, e naquelles  Insectos, em que parece faltar,
              supprem alguns poros; ella consta de clypeo, beiços, mandibulas, maxillas, galea,
              palpos, lingua espiral, proboscide, rostro, houstello. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 103)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,103,diciovandelli
filamentos,filamento,filamento,plural,2,"Saõ os filamentos
              juntos á bocca, articulados moveis, que servem de sensorio. Tab. VI. fig. II. III. b. b. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 103)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,103,diciovandelli
bifido,bífido,bífido,,1,"O ultimo nó  bifido, ou dividido,
                com huma  lacinia, ou parte movel. Scorpio. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 105)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,105,diciovandelli
lacinia,lacínia,lacínia,,1,"O ultimo nó  bifido, ou dividido,
                com huma  lacinia, ou parte movel. Scorpio. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 105)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,105,diciovandelli
membranaceos,membranáceo,membranáceos,masculino plural,1,"Muito compridos, compressos dos lados,  membranaceos á maneira de
                lingua. Nomada. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 105)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,105,diciovandelli
bifido,bífido,bífido,,1,"O ultimo nó  bifido, ou dividido.
                Alucita. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 106)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,106,diciovandelli
insectos,inseto,insetos,plural,1,"Saõ duas partes em figura de pente, que se observaõ entre o abdomen, e o peito de
              alguns insectos. Scorpio. Pelo
              numero dos dentes destes pentes he, que se distinguem as especies deste
              genero. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 106)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,106,diciovandelli
insectos,inseto,insetos,plural,1,"Ao peito ordinariamente estão pegados os quatro pés anteriores nos insectos hexapodos, ou de seis
              pés. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 106)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,106,diciovandelli
Insectos,inseto,Insetos,plural,1,"Seis na maior parte dos Insectos. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 107)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,107,diciovandelli
ciliados,ciliado,ciliado,masculino plural,1,"Com os pés posteriores compressos ciliados, com o tarso mutico, ou sem unha. Dytiscus, Notonecta. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 107)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,107,diciovandelli
canaliculado,canaliculado,canaliculado,,1,"Quando o femur anterior he canaliculado, e recebe a tibia falcada, ou arqueada. Nepa. fig.
                37. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 107)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,107,diciovandelli
falcada,falcado,falcado,feminino singular,1,"Quando o femur anterior he canaliculado, e recebe a tibia falcada, ou arqueada. Nepa. fig.
                37. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 107)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,107,diciovandelli
Insecto,inseto,Inseto,,1,"Diz-se de huma continuação carnoza, recta, cylindrica, posta na bocca do  Insecto com dous beiços na ponta, a qual o
              animal, póde voluntariamente recolher, e estender. Musca. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 107)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,107,diciovandelli
Canaliculada,canaliculado,canaliculado,feminino singular,1,"Canaliculada.
                Tabanus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 107)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,107,diciovandelli
pedunculo,pedúnculo,pedúnculo,,2,"Pelo Stipe, ou 
              pedunculo. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 108)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,108,diciovandelli
Membranacea,membranáceo,membranácea,feminino singular,1,"Membranacea. Rhingia. Tabanus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 108)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,108,diciovandelli
Ciliados,ciliado,ciliado,masculino plural,1,"Ciliados. Rhagio.
                Empis. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 108)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,108,diciovandelli
Insecto,inseto,Inseto,,1,"Diz-se do animal, que passando do estado de larva fica revestido de huma
              substancia mais seca ainda esteril, a que podemos chamar adolescencia do Insecto, passando, para a idade vegetativa,
              corrobora a imagem occulta até a perfeiçoar; considera-se pois esta pelas fórmas
              seguintes. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 108)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,108,diciovandelli
Insecto,inseto,Inseto,,1,"Sahindo o  Insecto do estado de pupa
                agil em todas as suas partes. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 108)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,108,diciovandelli
Insecto,inseto,Inseto,,1,"Quando o Insecto se acha dentro de
                hum globo. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 108)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,108,diciovandelli
Insectos,inseto,Insetos,plural,1,"Nos  Insectos he huma
              bainha articulada, que consta de huma só valva, e inclue ordinariamente tres
              sedas. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 109)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,109,diciovandelli
longitudinal,longitudinal,longitudinal,,1,"Com linha longitudinal esculpida. Laternaria. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 109)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,109,diciovandelli
membranacea,membranáceo,membranácea,feminino singular,1,"Com a margem  membranacea estendida. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 110)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,110,diciovandelli
Insectos,inseto,Insetos,plural,1,"Pequeno escudo, pegado na parte posterior do thorax, posto entre as azas. Tab.
              VI. fig. II. k. O escutello. falta nos  Insectos apteros, ou que naõ tem azas, assim como tambem nos
              que tem elytros pegados, ou unidos. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 110)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,110,diciovandelli
insecto,inseto,inseto,,1,"O uso do escutello parece ser para o  insecto
              estender as azas, quando voa. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 110)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,110,diciovandelli
Insectos,inseto,Insetos,plural,1,"Mais breve que o abdomen, na maior parte dos  Insectos. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 111)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,111,diciovandelli
longitudinal,longitudinal,longitudinal,,1,"A modo de quilha, ou com linha  longitudinal levantada, aguda.
                Acrydium. Gryllus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 111)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,111,diciovandelli
longitudinaes,longitudinal,longitudinais,plural,1,"Com strias levantadas  longitudinaes. Crabro fossoria. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 111)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,111,diciovandelli
longitudinal,longitudinal,longitudinal,,1,"Com linha  longitudinal muito excavada, ou aprofundada.
                Scarabaeus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 111)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,111,diciovandelli
Insecto,inseto,Inseto,,1,"Saõ os poros lateraes, que se observaõ em cada segmento do abdomen do Insecto (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 112)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,112,diciovandelli
longitudinal,longitudinal,longitudinal,,1,"O sterno he huma linha  longitudinal elevada no peito muitas vezes
              anterior, e posteriormente acaba em ponta. fig. III. f. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 112)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,112,diciovandelli
Ciliado,ciliado,ciliado,,1,"Ciliado. Dytiscus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 113)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,113,diciovandelli
villos,vilo,vilos,plural,2,"Cercado de villos, ou de muitos pellos sem ordem. Sphinx. Phalaena. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 113)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,113,diciovandelli
insecto,inseto,inseto,,1,"Situaçaõ, e figura das partes, que o  insecto póde extender, e recolher, e que contem
              alguns orgaõs sensorios. V. Fabricio. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 114)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,114,diciovandelli
longitudinal,longitudinal,longitudinal,,1,"Cujo diametro transversal he igual ao  longitudinal. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 114)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,114,diciovandelli
longitudinal,longitudinal,longitudinal,,1,"Cujo diametro transversal he mais breve, que o  longitudinal.
                Carabus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 114)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,114,diciovandelli
longitudinal,longitudinal,longitudinal,,1,"Cujo diametro transversal excede o  longitudinal.
                Dytiscus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 114)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,114,diciovandelli
insectos,inseto,insetos,plural,1,"Mais breve, que o abdomen, o que se observa na maior parte dos insectos. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 114)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,114,diciovandelli
longitudinal,longitudinal,longitudinal,,1,"Com huma linha longitudinal levantada, aguda, lisa.
                Gryllus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 115)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,115,diciovandelli
longitudinal,longitudinal,longitudinal,,1,"Com huma linha longitudinal excavada. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 115)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,115,diciovandelli
longitudinal,longitudinal,longitudinal,,1,"Com linha  longitudinal levantada, lisa. Gryllus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 115)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,115,diciovandelli
longitudinaes,longitudinal,longitudinais,plural,1,"Com linhas superficiaes, longitudinaes. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 115)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,115,diciovandelli
longitudinaes,longitudinal,longitudinais,plural,1,"Com linhas longitudinaes excavadas mais profundamente. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 115)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,115,diciovandelli
longitudinaes,longitudinal,longitudinais,plural,1,"Com linhas transversaes, e  longitudinaes sem ordem, formando rugas. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 115)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,115,diciovandelli
bifidos,bífido,bífidos,masculino plural,1,"Com tentaculos, que se contrahem, bifidos ou divididos em dous, em ambos os lados.
                Malachius. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 116)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,116,diciovandelli
membranaceas,membranáceo,membranáceas,feminino plural,1,"Com margens  membranaceas muito sahidas. Mantis. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 116)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,116,diciovandelli
Canaliculada,canaliculado,canaliculado,feminino singular,1,"Canaliculada.
                Carabus. Tipula. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 117)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,117,diciovandelli
pedunculo,pedúnculo,pedúnculo,,2,"Separado por meio de hum 
                  pedunculo, ou especie de pescoço, na maior parte dos insectos. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 117)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,117,diciovandelli
insectos,inseto,insetos,plural,1,"Separado por meio de hum 
                  pedunculo, ou especie de pescoço, na maior parte dos insectos. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 117)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,117,diciovandelli
tuberculos,tubérculo,tubérculos,plural,1,"Tambem nos servimos deste termo para os  tuberculos, ou protuberancias excavadas, que estaõ ao comprido
              dos braços da Sepia Loligo &c. por meio dos quaes absorbe o ar, e a agua, e a
              lança fòra, ou tambem serrem para chupar os humores dos animaes, a que se
              pegaõ. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 118)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,118,diciovandelli
longitudinaes,longitudinal,longitudinais,plural,1,"Com costas longitudinaes arqueadas. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 119)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,119,diciovandelli
Botanica,Botânica,Botânica,,1,"Com nós que tem incisuras. V. Crenatum na Botanica. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 120)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,120,diciovandelli
longitudinaes,longitudinal,longitudinais,plural,1,"Com excavações 
                  longitudinaes, e superficiaes. Nautilus Beccarii. fig. 16. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 120)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,120,diciovandelli
membranaceas,membranáceo,membranáceas,feminino plural,1,"Formado, ou cuberto com pequenas laminas  membranaceas transversaes. Buccinum Bezoar. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 121)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,121,diciovandelli
angulado,angulado,angulado,,1,"Quasi  angulado. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 121)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,121,diciovandelli
angulada,angulado,angulado,feminino singular,1,"Concha, que he longitudinalmente angulada de hum lado, e outro. Helix. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 122)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,122,diciovandelli
tuberculos,tubérculo,tubérculos,plural,1,"Liso, sem espinhos, tuberculos &c. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 126)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,126,diciovandelli
longitudinaes,longitudinal,longitudinais,plural,1,"Com linhas longitudinaes, ou strias alguma cousa prominentes. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 126)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,126,diciovandelli
auricula,aurícula,aurícula,,3,"Nas bivalves he quando tem auricula. Ostrea Pectines. V. Auricula. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 127)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,127,diciovandelli
cirros,cirro,cirro,plural,1,"Da-se este nome de braço, a huma especie de cirros grossos, e compridos, com que a Sepia, ou siba abraça, ou apanha
              alguns animaes, e por meio dos cotyledones postos na parte interior dos mesmos cirros, chupa o humor dos animaes. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 127)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,127,diciovandelli
cotyledones,cotilédone,cotilédones,plural,1,"Da-se este nome de braço, a huma especie de cirros grossos, e compridos, com que a Sepia, ou siba abraça, ou apanha
              alguns animaes, e por meio dos cotyledones postos na parte interior dos mesmos cirros, chupa o humor dos animaes. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 127)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,127,diciovandelli
cirros,cirro,cirro,plural,1,"Da-se este nome de braço, a huma especie de cirros grossos, e compridos, com que a Sepia, ou siba abraça, ou apanha
              alguns animaes, e por meio dos cotyledones postos na parte interior dos mesmos cirros, chupa o humor dos animaes. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 127)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,127,diciovandelli
filamentos,filamento,filamento,plural,2,"He huma especie de filamentos, que sahem dos Molluscos, com que as conchas se pegaõ humas ás outras, ou aos rochedos.
              Pinna, Mytilus. (VANDELLI, 1788, Diccionario dos Termos Technicos de Historia Natural, p. 127)",VANDELLI,1788,Diccionario dos Termos Technicos de Historia Natural,127,diciovandelli
